venue_id,venue_name,venue_chi,type,geojson_url,shapefile_url,revision
c35ffdb7-b7f2-456a-a736-bc27fae5957b,Honour Industrial Centre,安力工業中心,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/c35ffdb7-b7f2-456a-a736-bc27fae5957b/Honour%20Industrial%20Centre.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/c35ffdb7-b7f2-456a-a736-bc27fae5957b/Honour%20Industrial%20Centre.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
d8a56ae7-c4e1-42f2-8295-75da2610f05a,International Enterprise Centre 2,國際企業中心二期,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/d8a56ae7-c4e1-42f2-8295-75da2610f05a/International%20Enterprise%20Centre%202.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/d8a56ae7-c4e1-42f2-8295-75da2610f05a/International%20Enterprise%20Centre%202.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
889dcb57-e012-4cb9-8180-8b33e76c83a8,International Trade Centre,達貿中心,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/889dcb57-e012-4cb9-8180-8b33e76c83a8/International%20Trade%20Centre.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/889dcb57-e012-4cb9-8180-8b33e76c83a8/International%20Trade%20Centre.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
5b5385db-0989-41b3-ad6b-9bcb2916a16b,Kowloon City Government Offices,九龍城政府合署,governmentfacility,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/5b5385db-0989-41b3-ad6b-9bcb2916a16b/Kowloon%20City%20Government%20Offices.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/5b5385db-0989-41b3-ad6b-9bcb2916a16b/Kowloon%20City%20Government%20Offices.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
1652598f-c2c2-458c-951f-64366586a5e1,Kwai Hing Government Offices,葵興政府合署,governmentfacility,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/1652598f-c2c2-458c-951f-64366586a5e1/Kwai%20Hing%20Government%20Offices.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/1652598f-c2c2-458c-951f-64366586a5e1/Kwai%20Hing%20Government%20Offices.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
f9f93951-67f2-4b98-b86c-a3fec6209fe5,Kwun Tong Station,觀塘鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/f9f93951-67f2-4b98-b86c-a3fec6209fe5/Kwun%20Tong%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/f9f93951-67f2-4b98-b86c-a3fec6209fe5/Kwun%20Tong%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
7c697c97-720f-4f4a-9fa3-fdb6bcd008db,Maritime square,青衣城,shoppingcenter,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/7c697c97-720f-4f4a-9fa3-fdb6bcd008db/Maritime%20square.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/7c697c97-720f-4f4a-9fa3-fdb6bcd008db/Maritime%20square.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
7f585493-62ff-454d-95a6-e9ad08a29106,Megacube,創豪坊,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/7f585493-62ff-454d-95a6-e9ad08a29106/Megacube.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/7f585493-62ff-454d-95a6-e9ad08a29106/Megacube.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
304a44c9-2c10-4a17-828b-6dbb59d1ddbf,Metro Centre II,美羅中心2期,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/304a44c9-2c10-4a17-828b-6dbb59d1ddbf/Metro%20Centre%20II.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/304a44c9-2c10-4a17-828b-6dbb59d1ddbf/Metro%20Centre%20II.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
b672b181-8e8f-4e10-8cd1-035241405003,Millennium City 1 Tower 1 and 2,創紀之城一期第一及二座,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/b672b181-8e8f-4e10-8cd1-035241405003/Millennium%20City%201%20Tower%201%20and%202.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/b672b181-8e8f-4e10-8cd1-035241405003/Millennium%20City%201%20Tower%201%20and%202.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
6fbe327d-d208-4734-85c8-40e5a3eb5d3b,Millennium City 2,創紀之城二期,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/6fbe327d-d208-4734-85c8-40e5a3eb5d3b/Millennium%20City%202.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/6fbe327d-d208-4734-85c8-40e5a3eb5d3b/Millennium%20City%202.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
9a64c7d4-17fd-4ae9-954c-34ebbcaf2645,Mong Kok East Station,旺角東鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/9a64c7d4-17fd-4ae9-954c-34ebbcaf2645/Mong%20Kok%20East%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/9a64c7d4-17fd-4ae9-954c-34ebbcaf2645/Mong%20Kok%20East%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
ec16c323-c77f-4f76-a6ba-2a9a65fe7937,Nam Cheong Station,南昌鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/ec16c323-c77f-4f76-a6ba-2a9a65fe7937/Nam%20Cheong%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/ec16c323-c77f-4f76-a6ba-2a9a65fe7937/Nam%20Cheong%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
1b5a957e-cfb6-4e19-97c2-7cebe05612be,Peninsula Tower,半島大廈,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/1b5a957e-cfb6-4e19-97c2-7cebe05612be/Peninsula%20Tower.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/1b5a957e-cfb6-4e19-97c2-7cebe05612be/Peninsula%20Tower.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
87a12555-5f85-4e4f-b7a2-afdb703fe7e3,PopCorn 1, ,shoppingcenter,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/87a12555-5f85-4e4f-b7a2-afdb703fe7e3/PopCorn%201.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/87a12555-5f85-4e4f-b7a2-afdb703fe7e3/PopCorn%201.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
63e7d8cb-eee6-4144-bca0-bb61e5016212,Premier Centre,時豐中心,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/63e7d8cb-eee6-4144-bca0-bb61e5016212/Premier%20Centre.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/63e7d8cb-eee6-4144-bca0-bb61e5016212/Premier%20Centre.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
b20660aa-e70c-4f68-9976-ad43e189af2d,Reason Group Tower,滙城集團大廈,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/b20660aa-e70c-4f68-9976-ad43e189af2d/Reason%20Group%20Tower.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/b20660aa-e70c-4f68-9976-ad43e189af2d/Reason%20Group%20Tower.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
f9b2a10d-6804-40ed-a0a9-82c3c80383bf,Skyline Plaza,灣景廣場,shoppingcenter,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/f9b2a10d-6804-40ed-a0a9-82c3c80383bf/Skyline%20Plaza.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/f9b2a10d-6804-40ed-a0a9-82c3c80383bf/Skyline%20Plaza.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
bdefc096-9715-4987-a2d0-910cfdf95132,THE LOHAS,The LOHAS 康城,shoppingcenter,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/bdefc096-9715-4987-a2d0-910cfdf95132/THE%20LOHAS.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/bdefc096-9715-4987-a2d0-910cfdf95132/THE%20LOHAS.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
b44cf139-5938-408b-af48-649dfd09694e,Tai Po Market Station,大埔墟鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/b44cf139-5938-408b-af48-649dfd09694e/Tai%20Po%20Market%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/b44cf139-5938-408b-af48-649dfd09694e/Tai%20Po%20Market%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
e279ca60-ec56-4186-8839-09c0048f60c2,Tai Wai Station,大圍鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/e279ca60-ec56-4186-8839-09c0048f60c2/Tai%20Wai%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/e279ca60-ec56-4186-8839-09c0048f60c2/Tai%20Wai%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
fc14426e-a7ac-4814-9a85-4be633252aea,Trend Plaza,屯門時代廣場,businesscampus,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/fc14426e-a7ac-4814-9a85-4be633252aea/Trend%20Plaza.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/fc14426e-a7ac-4814-9a85-4be633252aea/Trend%20Plaza.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
e0b46dd5-03c0-47b9-bca8-5a0e3e7d8a23,Tseung Kwan O Station,將軍澳鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/e0b46dd5-03c0-47b9-bca8-5a0e3e7d8a23/Tseung%20Kwan%20O%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/e0b46dd5-03c0-47b9-bca8-5a0e3e7d8a23/Tseung%20Kwan%20O%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
c270ead6-7bea-4034-90f5-aca854937177,Tung Chung Station,東涌鐵路站,trainstation,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/c270ead6-7bea-4034-90f5-aca854937177/Tung%20Chung%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/c270ead6-7bea-4034-90f5-aca854937177/Tung%20Chung%20Station.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20251105
d444d110-8f0b-4ca4-8da6-72c4a1e6747c,V City, ,shoppingcenter,https://download.map.gov.hk/api/3d-indoor-zip/GEOJSON/d444d110-8f0b-4ca4-8da6-72c4a1e6747c/V%20City.zip?key=ad5940a63bd344c48b0351ef1c7a905e,https://download.map.gov.hk/api/3d-indoor-zip/SHP/d444d110-8f0b-4ca4-8da6-72c4a1e6747c/V%20City.zip?key=ad5940a63bd344c48b0351ef1c7a905e,20250327
